subject,session,AcqGroup
sub-808262395,PNC1,1
sub-803514179,PNC1,1
sub-794058926,PNC1,1
sub-793702653,PNC1,1
sub-782651188,PNC1,1
sub-782547571,PNC1,1
sub-779151395,PNC1,1
sub-835001493,PNC1,1
sub-845422206,PNC1,1
sub-902534154,PNC1,1
sub-850131294,PNC1,1
sub-898340201,PNC1,1
sub-894864165,PNC1,1
sub-894197507,PNC1,1
sub-893070403,PNC1,1
sub-890147203,PNC1,1
sub-881641391,PNC1,1
sub-880296671,PNC1,1
sub-868703738,PNC1,1
sub-867458668,PNC1,1
sub-865678636,PNC1,1
sub-865069950,PNC1,1
sub-863570233,PNC1,1
sub-861649027,PNC1,1
sub-860920010,PNC1,1
sub-860165209,PNC1,1
sub-856706691,PNC1,1
sub-496203414,PNC1,1
sub-2070724014,PNC1,1
sub-233205461,PNC1,1
sub-228519096,PNC1,1
sub-225017631,PNC1,1
sub-221853583,PNC1,1
sub-211169351,PNC1,1
sub-210534092,PNC1,1
sub-200066829,PNC1,1
sub-199809850,PNC1,1
sub-199547104,PNC1,1
sub-194293030,PNC1,1
sub-192413932,PNC1,1
sub-192271174,PNC1,1
sub-192039987,PNC1,1
sub-190100766,PNC1,1
sub-182017409,PNC1,1
sub-177928631,PNC1,1
sub-176129790,PNC1,1
sub-232853819,PNC1,1
sub-233932345,PNC1,1
sub-162526644,PNC1,1
sub-234528430,PNC1,1
sub-287967180,PNC1,1
sub-281446151,PNC1,1
sub-278814796,PNC1,1
sub-277985884,PNC1,1
sub-277233792,PNC1,1
sub-276761217,PNC1,1
sub-273547252,PNC1,1
sub-272785799,PNC1,1
sub-265721632,PNC1,1
sub-263354790,PNC1,1
sub-261887422,PNC1,1
sub-255246595,PNC1,1
sub-254383703,PNC1,1
sub-253771324,PNC1,1
sub-248585929,PNC1,1
sub-248138276,PNC1,1
sub-235478560,PNC1,1
sub-163259093,PNC1,1
sub-158779019,PNC1,1
sub-292969238,PNC1,1
sub-70214854,PNC1,1
sub-60021964,PNC1,1
sub-55710183,PNC1,1
sub-52835891,PNC1,1
sub-52306425,PNC1,1
sub-51217255,PNC1,1
sub-49408975,PNC1,1
sub-43606631,PNC1,1
sub-37835493,PNC1,1
sub-37329051,PNC1,1
sub-36895554,PNC1,1
sub-32938469,PNC1,1
sub-31361606,PNC1,1
sub-27876862,PNC1,1
sub-25811472,PNC1,1
sub-25354225,PNC1,1
sub-16684978,PNC1,1
sub-11574123,PNC1,1
sub-11407866,PNC1,1
sub-65198031,PNC1,1
sub-71851847,PNC1,1
sub-138434806,PNC1,1
sub-130118047,PNC1,1
sub-121697273,PNC1,1
sub-119126177,PNC1,1
sub-115784129,PNC1,1
sub-113335479,PNC1,1
sub-108828000,PNC1,1
sub-107578676,PNC1,1
sub-103652366,PNC1,1
sub-97005004,PNC1,1
sub-93800202,PNC1,1
sub-86226939,PNC1,1
sub-84407714,PNC1,1
sub-82699044,PNC1,1
sub-80982198,PNC1,1
sub-78982423,PNC1,1
sub-77390767,PNC1,1
sub-292946269,PNC1,1
sub-438637277,PNC1,1
sub-432187454,PNC1,1
sub-429608771,PNC1,1
sub-420900014,PNC1,1
sub-419535935,PNC1,1
sub-417075525,PNC1,1
sub-415148142,PNC1,1
sub-413107749,PNC1,1
sub-409133707,PNC1,1
sub-408967257,PNC1,1
sub-408837402,PNC1,1
sub-402577805,PNC1,1
sub-402523989,PNC1,1
sub-392818846,PNC1,1
sub-447184381,PNC1,1
sub-488302404,PNC1,1
sub-486404664,PNC1,1
sub-486306438,PNC1,1
sub-485017822,PNC1,1
sub-482294424,PNC1,1
sub-481928384,PNC1,1
sub-476252579,PNC1,1
sub-471903637,PNC1,1
sub-471230479,PNC1,1
sub-467305309,PNC1,1
sub-465465726,PNC1,1
sub-460925240,PNC1,1
sub-451261789,PNC1,1
sub-447775004,PNC1,1
sub-396724706,PNC1,1
sub-389182564,PNC1,1
sub-299894413,PNC1,1
sub-348742929,PNC1,1
sub-344766746,PNC1,1
sub-342333582,PNC1,1
sub-340803193,PNC1,1
sub-336426329,PNC1,1
sub-335104664,PNC1,1
sub-335003211,PNC1,1
sub-334468298,PNC1,1
sub-334290435,PNC1,1
sub-324718088,PNC1,1
sub-322458406,PNC1,1
sub-320127697,PNC1,1
sub-316324995,PNC1,1
sub-310631091,PNC1,1
sub-309129555,PNC1,1
sub-307804547,PNC1,1
sub-307169010,PNC1,1
sub-306816217,PNC1,1
sub-349934174,PNC1,1
sub-388650152,PNC1,1
sub-351109165,PNC1,1
sub-385564988,PNC1,1
sub-383103459,PNC1,1
sub-379170502,PNC1,1
sub-377178190,PNC1,1
sub-375686109,PNC1,1
sub-375475352,PNC1,1
sub-375434957,PNC1,1
sub-373574366,PNC1,1
sub-372100986,PNC1,1
sub-370053661,PNC1,1
sub-363441871,PNC1,1
sub-362293270,PNC1,1
sub-361728233,PNC1,1
sub-361460013,PNC1,1
sub-360459346,PNC1,1
sub-360427065,PNC1,1
sub-360338543,PNC1,1
sub-355612286,PNC1,1
sub-352505908,PNC1,1
sub-1017092387,PNC1,1
sub-1761473096,PNC1,1
sub-1752698697,PNC1,1
sub-1748232481,PNC1,1
sub-1744430207,PNC1,1
sub-1743802575,PNC1,1
sub-1742732745,PNC1,1
sub-1735338986,PNC1,1
sub-1730541924,PNC1,1
sub-1730231179,PNC1,1
sub-1724567179,PNC1,1
sub-1711930631,PNC1,1
sub-1710493410,PNC1,1
sub-1708583305,PNC1,1
sub-1705895007,PNC1,1
sub-1697816442,PNC1,1
sub-1697787695,PNC1,1
sub-1696518862,PNC1,1
sub-1753282419,PNC1,1
