subject,session,AcqGroup
sub-20094,2,21
sub-20080,2,21
sub-20430,2,21
sub-20624,1,22
sub-20198,1,22
sub-20231,1,22
sub-20343,2,23
sub-20296,2,23
sub-20279,2,23
sub-21177,1,24
sub-20974,2,24
sub-20737,2,25
sub-20943,2,25
sub-20567,2,26
sub-20306,2,26
sub-20731,2,27
sub-20882,2,27
sub-20046,1,28
sub-20442,1,28
sub-10921,1,29
sub-10644,1,29
sub-11150,1,30
sub-10730,1,30
sub-20846,2,31
sub-20054,2,31
sub-10001,1,32
sub-11004,1,32
sub-21077,2,33
sub-21857,2,34
sub-20982,1,35
sub-10849,2,36
sub-11619,2,37
sub-11210,1,38
sub-20783,1,39
sub-20336,2,40
sub-20625,2,41
sub-20534,1,42
sub-10676,1,43
sub-20170,1,44
sub-10710,1,45
sub-10788,1,46
sub-20085,1,47
sub-20231,2,48
sub-20415,2,49
sub-20400,2,50
sub-20386,2,51
sub-20503,2,52
sub-10814,2,53
sub-10984,2,54
sub-10819,2,55
